"Province.State","Country.Region","Lat","Long","date","cases","type"
"","Malaysia",4.2105,101.9758,2020-02-15,3,"confirmed"
"","Singapore",1.3521,103.8198,2020-02-15,5,"confirmed"
"Anhui","Mainland China",31.82571,117.2264,2020-02-15,16,"confirmed"
"Beijing","Mainland China",40.18238,116.4142,2020-02-15,3,"confirmed"
"Chongqing","Mainland China",30.05718,107.874,2020-02-15,7,"confirmed"
"Diamond Princess cruise ship","Others",35.4437,139.638,2020-02-15,67,"confirmed"
"Fujian","Mainland China",26.07783,117.9895,2020-02-15,4,"confirmed"
"Guangdong","Mainland China",23.33841,113.422,2020-02-15,33,"confirmed"
"Guangxi","Mainland China",23.82908,108.7881,2020-02-15,9,"confirmed"
"Guizhou","Mainland China",26.81536,106.8748,2020-02-15,3,"confirmed"
"Hainan","Mainland China",19.19673,109.7455,2020-02-15,3,"confirmed"
"Hebei","Mainland China",38.0428,114.5149,2020-02-15,8,"confirmed"
"Heilongjiang","Mainland China",47.862,127.7622,2020-02-15,6,"confirmed"
"Henan","Mainland China",33.88202,113.614,2020-02-15,28,"confirmed"
"Hubei","Mainland China",30.97564,112.2707,2020-02-15,1843,"confirmed"
"Hunan","Mainland China",27.61041,111.7088,2020-02-15,13,"confirmed"
"Inner Mongolia","Mainland China",44.09448,113.9456,2020-02-15,3,"confirmed"
"Jiangsu","Mainland China",32.97027,119.464,2020-02-15,11,"confirmed"
"Jiangxi","Mainland China",27.61401,115.7221,2020-02-15,13,"confirmed"
"Jilin","Mainland China",43.66657,126.1917,2020-02-15,2,"confirmed"
"Ningxia","Mainland China",37.26923,106.1655,2020-02-15,3,"confirmed"
"Shaanxi","Mainland China",35.19165,108.8701,2020-02-15,2,"confirmed"
"Shandong","Mainland China",36.34377,118.1529,2020-02-15,9,"confirmed"
"Shanghai","Mainland China",31.20327,121.4554,2020-02-15,8,"confirmed"
"Shanxi","Mainland China",37.57769,112.2922,2020-02-15,1,"confirmed"
"Sichuan","Mainland China",30.61714,102.7103,2020-02-15,7,"confirmed"
"Tianjin","Mainland China",39.29362,117.333,2020-02-15,2,"confirmed"
"Xinjiang","Mainland China",41.11981,85.17822,2020-02-15,5,"confirmed"
"Yunnan","Mainland China",24.97411,101.4868,2020-02-15,6,"confirmed"
"Zhejiang","Mainland China",29.18251,120.0985,2020-02-15,7,"confirmed"
"","France",46.2276,2.2137,2020-02-15,1,"death"
"Beijing","Mainland China",40.18238,116.4142,2020-02-15,1,"death"
"Henan","Mainland China",33.88202,113.614,2020-02-15,2,"death"
"Hubei","Mainland China",30.97564,112.2707,2020-02-15,139,"death"
"","France",46.2276,2.2137,2020-02-15,2,"recovered"
"","Japan",35.6762,139.6503,2020-02-15,3,"recovered"
"","Malaysia",4.2105,101.9758,2020-02-15,4,"recovered"
"","Singapore",1.3521,103.8198,2020-02-15,1,"recovered"
"","South Korea",37.5665,126.978,2020-02-15,2,"recovered"
"","Spain",40.4637,-3.7492,2020-02-15,2,"recovered"
"","United Arab Emirates",23.4241,53.8478,2020-02-15,2,"recovered"
"Anhui","Mainland China",31.82571,117.2264,2020-02-15,28,"recovered"
"Beijing","Mainland China",40.18238,116.4142,2020-02-15,18,"recovered"
"Chongqing","Mainland China",30.05718,107.874,2020-02-15,32,"recovered"
"Fujian","Mainland China",26.07783,117.9895,2020-02-15,8,"recovered"
"Gansu","Mainland China",36.0611,103.8343,2020-02-15,10,"recovered"
"Guangdong","Mainland China",23.33841,113.422,2020-02-15,48,"recovered"
"Guangxi","Mainland China",23.82908,108.7881,2020-02-15,8,"recovered"
"Guizhou","Mainland China",26.81536,106.8748,2020-02-15,13,"recovered"
"Hainan","Mainland China",19.19673,109.7455,2020-02-15,-4,"recovered"
"Hebei","Mainland China",38.0428,114.5149,2020-02-15,14,"recovered"
"Heilongjiang","Mainland China",47.862,127.7622,2020-02-15,21,"recovered"
"Henan","Mainland China",33.88202,113.614,2020-02-15,34,"recovered"
"Hubei","Mainland China",30.97564,112.2707,2020-02-15,849,"recovered"
"Hunan","Mainland China",27.61041,111.7088,2020-02-15,61,"recovered"
"Inner Mongolia","Mainland China",44.09448,113.9456,2020-02-15,1,"recovered"
"Jiangsu","Mainland China",32.97027,119.464,2020-02-15,29,"recovered"
"Jiangxi","Mainland China",27.61401,115.7221,2020-02-15,23,"recovered"
"Jilin","Mainland China",43.66657,126.1917,2020-02-15,1,"recovered"
"Liaoning","Mainland China",41.29284,122.6086,2020-02-15,2,"recovered"
"Ningxia","Mainland China",37.26923,106.1655,2020-02-15,9,"recovered"
"Qinghai","Mainland China",35.65945,96.02564,2020-02-15,2,"recovered"
"Shaanxi","Mainland China",35.19165,108.8701,2020-02-15,6,"recovered"
"Shandong","Mainland China",36.34377,118.1529,2020-02-15,20,"recovered"
"Shanghai","Mainland China",31.20327,121.4554,2020-02-15,34,"recovered"
"Shanxi","Mainland China",37.57769,112.2922,2020-02-15,8,"recovered"
"Sichuan","Mainland China",30.61714,102.7103,2020-02-15,5,"recovered"
"Tianjin","Mainland China",39.29362,117.333,2020-02-15,6,"recovered"
"Xinjiang","Mainland China",41.11981,85.17822,2020-02-15,4,"recovered"
"Yunnan","Mainland China",24.97411,101.4868,2020-02-15,6,"recovered"
"Zhejiang","Mainland China",29.18251,120.0985,2020-02-15,25,"recovered"
"","Japan",35.6762,139.6503,2020-02-16,16,"confirmed"
"","Singapore",1.3521,103.8198,2020-02-16,3,"confirmed"
"","South Korea",37.5665,126.978,2020-02-16,1,"confirmed"
"","Thailand",13.7563,100.5018,2020-02-16,1,"confirmed"
"","United Arab Emirates",23.4241,53.8478,2020-02-16,1,"confirmed"
"Anhui","Mainland China",31.82571,117.2264,2020-02-16,12,"confirmed"
"Beijing","Mainland China",40.18238,116.4142,2020-02-16,5,"confirmed"
"Chongqing","Mainland China",30.05718,107.874,2020-02-16,7,"confirmed"
"Diamond Princess cruise ship","Others",35.4437,139.638,2020-02-16,70,"confirmed"
"Fujian","Mainland China",26.07783,117.9895,2020-02-16,2,"confirmed"
"Guangdong","Mainland China",23.33841,113.422,2020-02-16,22,"confirmed"
"Guangxi","Mainland China",23.82908,108.7881,2020-02-16,2,"confirmed"
"Guizhou","Mainland China",26.81536,106.8748,2020-02-16,1,"confirmed"
"Hebei","Mainland China",38.0428,114.5149,2020-02-16,9,"confirmed"
"Heilongjiang","Mainland China",47.862,127.7622,2020-02-16,20,"confirmed"
"Henan","Mainland China",33.88202,113.614,2020-02-16,19,"confirmed"
"Hong Kong","Hong Kong",22.3193,114.1694,2020-02-16,1,"confirmed"
"Hubei","Mainland China",30.97564,112.2707,2020-02-16,1933,"confirmed"
"Hunan","Mainland China",27.61041,111.7088,2020-02-16,3,"confirmed"
"Inner Mongolia","Mainland China",44.09448,113.9456,2020-02-16,2,"confirmed"
"Jiangsu","Mainland China",32.97027,119.464,2020-02-16,13,"confirmed"
"Jiangxi","Mainland China",27.61401,115.7221,2020-02-16,12,"confirmed"
"Jilin","Mainland China",43.66657,126.1917,2020-02-16,1,"confirmed"
"Liaoning","Mainland China",41.29284,122.6086,2020-02-16,2,"confirmed"
"Shaanxi","Mainland China",35.19165,108.8701,2020-02-16,4,"confirmed"
"Shandong","Mainland China",36.34377,118.1529,2020-02-16,5,"confirmed"
"Shanghai","Mainland China",31.20327,121.4554,2020-02-16,2,"confirmed"
"Shanxi","Mainland China",37.57769,112.2922,2020-02-16,1,"confirmed"
"Sichuan","Mainland China",30.61714,102.7103,2020-02-16,11,"confirmed"
"Taiwan","Taiwan",23.6978,120.9605,2020-02-16,2,"confirmed"
"Tianjin","Mainland China",39.29362,117.333,2020-02-16,2,"confirmed"
"Xinjiang","Mainland China",41.11981,85.17822,2020-02-16,1,"confirmed"
"Yunnan","Mainland China",24.97411,101.4868,2020-02-16,3,"confirmed"
"Zhejiang","Mainland China",29.18251,120.0985,2020-02-16,5,"confirmed"
"Hubei","Mainland China",30.97564,112.2707,2020-02-16,100,"death"
"Hunan","Mainland China",27.61041,111.7088,2020-02-16,1,"death"
"Sichuan","Mainland China",30.61714,102.7103,2020-02-16,2,"death"
"Taiwan","Taiwan",23.6978,120.9605,2020-02-16,1,"death"
"","India",20.5937,78.9629,2020-02-16,3,"recovered"
"","Thailand",13.7563,100.5018,2020-02-16,2,"recovered"
"","UK",55.3781,-3.436,2020-02-16,7,"recovered"
"","United Arab Emirates",23.4241,53.8478,2020-02-16,1,"recovered"
"Anhui","Mainland China",31.82571,117.2264,2020-02-16,34,"recovered"
"Beijing","Mainland China",40.18238,116.4142,2020-02-16,10,"recovered"
"Chongqing","Mainland China",30.05718,107.874,2020-02-16,23,"recovered"
"Fujian","Mainland China",26.07783,117.9895,2020-02-16,11,"recovered"
"Gansu","Mainland China",36.0611,103.8343,2020-02-16,5,"recovered"
"Guangdong","Mainland China",23.33841,113.422,2020-02-16,55,"recovered"
"Guangxi","Mainland China",23.82908,108.7881,2020-02-16,5,"recovered"
"Guizhou","Mainland China",26.81536,106.8748,2020-02-16,5,"recovered"
"Hainan","Mainland China",19.19673,109.7455,2020-02-16,13,"recovered"
"Hebei","Mainland China",38.0428,114.5149,2020-02-16,4,"recovered"
"Heilongjiang","Mainland China",47.862,127.7622,2020-02-16,11,"recovered"
"Henan","Mainland China",33.88202,113.614,2020-02-16,49,"recovered"
"Hong Kong","Hong Kong",22.3193,114.1694,2020-02-16,1,"recovered"
"Hubei","Mainland China",30.97564,112.2707,2020-02-16,1016,"recovered"
"Hunan","Mainland China",27.61041,111.7088,2020-02-16,39,"recovered"
"Inner Mongolia","Mainland China",44.09448,113.9456,2020-02-16,1,"recovered"
"Jiangsu","Mainland China",32.97027,119.464,2020-02-16,32,"recovered"
"Jiangxi","Mainland China",27.61401,115.7221,2020-02-16,30,"recovered"
"Jilin","Mainland China",43.66657,126.1917,2020-02-16,4,"recovered"
"Liaoning","Mainland China",41.29284,122.6086,2020-02-16,9,"recovered"
"Macau","Macau",22.1987,113.5439,2020-02-16,2,"recovered"
"Shaanxi","Mainland China",35.19165,108.8701,2020-02-16,11,"recovered"
"Shandong","Mainland China",36.34377,118.1529,2020-02-16,17,"recovered"
"Shanghai","Mainland China",31.20327,121.4554,2020-02-16,16,"recovered"
"Shanxi","Mainland China",37.57769,112.2922,2020-02-16,4,"recovered"
"Sichuan","Mainland China",30.61714,102.7103,2020-02-16,12,"recovered"
"Tianjin","Mainland China",39.29362,117.333,2020-02-16,8,"recovered"
"Xinjiang","Mainland China",41.11981,85.17822,2020-02-16,2,"recovered"
"Zhejiang","Mainland China",29.18251,120.0985,2020-02-16,28,"recovered"
"","Japan",35.6762,139.6503,2020-02-17,7,"confirmed"
"","Singapore",1.3521,103.8198,2020-02-17,2,"confirmed"
"","South Korea",37.5665,126.978,2020-02-17,1,"confirmed"
"","Thailand",13.7563,100.5018,2020-02-17,1,"confirmed"
"Anhui","Mainland China",31.82571,117.2264,2020-02-17,11,"confirmed"
"Beijing","Mainland China",40.18238,116.4142,2020-02-17,1,"confirmed"
"British Columbia","Canada",49.2827,-123.121,2020-02-17,1,"confirmed"
"Chongqing","Mainland China",30.05718,107.874,2020-02-17,2,"confirmed"
"Diamond Princess cruise ship","Others",35.4437,139.638,2020-02-17,99,"confirmed"
"Fujian","Mainland China",26.07783,117.9895,2020-02-17,3,"confirmed"
"Gansu","Mainland China",36.0611,103.8343,2020-02-17,1,"confirmed"
"Guangdong","Mainland China",23.33841,113.422,2020-02-17,6,"confirmed"
"Guangxi","Mainland China",23.82908,108.7881,2020-02-17,1,"confirmed"
"Guizhou","Mainland China",26.81536,106.8748,2020-02-17,2,"confirmed"
"Hainan","Mainland China",19.19673,109.7455,2020-02-17,1,"confirmed"
"Hebei","Mainland China",38.0428,114.5149,2020-02-17,1,"confirmed"
"Heilongjiang","Mainland China",47.862,127.7622,2020-02-17,12,"confirmed"
"Henan","Mainland China",33.88202,113.614,2020-02-17,15,"confirmed"
"Hong Kong","Hong Kong",22.3193,114.1694,2020-02-17,3,"confirmed"
"Hubei","Mainland China",30.97564,112.2707,2020-02-17,1807,"confirmed"
"Hunan","Mainland China",27.61041,111.7088,2020-02-17,2,"confirmed"
"Inner Mongolia","Mainland China",44.09448,113.9456,2020-02-17,2,"confirmed"
"Jiangsu","Mainland China",32.97027,119.464,2020-02-17,9,"confirmed"
"Jiangxi","Mainland China",27.61401,115.7221,2020-02-17,5,"confirmed"
"Shaanxi","Mainland China",35.19165,108.8701,2020-02-17,4,"confirmed"
"Shandong","Mainland China",36.34377,118.1529,2020-02-17,4,"confirmed"
"Shanghai","Mainland China",31.20327,121.4554,2020-02-17,5,"confirmed"
"Shanxi","Mainland China",37.57769,112.2922,2020-02-17,1,"confirmed"
"Sichuan","Mainland China",30.61714,102.7103,2020-02-17,14,"confirmed"
"Taiwan","Taiwan",23.6978,120.9605,2020-02-17,2,"confirmed"
"Tianjin","Mainland China",39.29362,117.333,2020-02-17,1,"confirmed"
"Xinjiang","Mainland China",41.11981,85.17822,2020-02-17,4,"confirmed"
"Zhejiang","Mainland China",29.18251,120.0985,2020-02-17,4,"confirmed"
"Guangdong","Mainland China",23.33841,113.422,2020-02-17,2,"death"
"Henan","Mainland China",33.88202,113.614,2020-02-17,3,"death"
"Hubei","Mainland China",30.97564,112.2707,2020-02-17,93,"death"
"","Belgium",50.5039,4.4699,2020-02-17,1,"recovered"
"","Singapore",1.3521,103.8198,2020-02-17,6,"recovered"
"","South Korea",37.5665,126.978,2020-02-17,1,"recovered"
"","Thailand",13.7563,100.5018,2020-02-17,1,"recovered"
"Anhui","Mainland China",31.82571,117.2264,2020-02-17,25,"recovered"
"Beijing","Mainland China",40.18238,116.4142,2020-02-17,6,"recovered"
"Chongqing","Mainland China",30.05718,107.874,2020-02-17,18,"recovered"
"Fujian","Mainland China",26.07783,117.9895,2020-02-17,8,"recovered"
"Gansu","Mainland China",36.0611,103.8343,2020-02-17,4,"recovered"
"Guangdong","Mainland China",23.33841,113.422,2020-02-17,59,"recovered"
"Guangxi","Mainland China",23.82908,108.7881,2020-02-17,4,"recovered"
"Guizhou","Mainland China",26.81536,106.8748,2020-02-17,11,"recovered"
"Hainan","Mainland China",19.19673,109.7455,2020-02-17,7,"recovered"
"Hebei","Mainland China",38.0428,114.5149,2020-02-17,17,"recovered"
"Heilongjiang","Mainland China",47.862,127.7622,2020-02-17,6,"recovered"
"Henan","Mainland China",33.88202,113.614,2020-02-17,69,"recovered"
"Hubei","Mainland China",30.97564,112.2707,2020-02-17,1223,"recovered"
"Hunan","Mainland China",27.61041,111.7088,2020-02-17,34,"recovered"
"Jiangsu","Mainland China",32.97027,119.464,2020-02-17,40,"recovered"
"Jiangxi","Mainland China",27.61401,115.7221,2020-02-17,35,"recovered"
"Jilin","Mainland China",43.66657,126.1917,2020-02-17,4,"recovered"
"Liaoning","Mainland China",41.29284,122.6086,2020-02-17,3,"recovered"
"Ningxia","Mainland China",37.26923,106.1655,2020-02-17,2,"recovered"
"Shaanxi","Mainland China",35.19165,108.8701,2020-02-17,8,"recovered"
"Shandong","Mainland China",36.34377,118.1529,2020-02-17,18,"recovered"
"Shanghai","Mainland China",31.20327,121.4554,2020-02-17,21,"recovered"
"Shanxi","Mainland China",37.57769,112.2922,2020-02-17,3,"recovered"
"Sichuan","Mainland China",30.61714,102.7103,2020-02-17,25,"recovered"
"South Australia","Australia",-34.9285,138.6007,2020-02-17,2,"recovered"
"Tianjin","Mainland China",39.29362,117.333,2020-02-17,1,"recovered"
"Yunnan","Mainland China",24.97411,101.4868,2020-02-17,5,"recovered"
"Zhejiang","Mainland China",29.18251,120.0985,2020-02-17,51,"recovered"
"","Japan",35.6762,139.6503,2020-02-18,8,"confirmed"
"","Singapore",1.3521,103.8198,2020-02-18,4,"confirmed"
"","South Korea",37.5665,126.978,2020-02-18,1,"confirmed"
"Anhui","Mainland China",31.82571,117.2264,2020-02-18,9,"confirmed"
"Beijing","Mainland China",40.18238,116.4142,2020-02-18,6,"confirmed"
"Chongqing","Mainland China",30.05718,107.874,2020-02-18,2,"confirmed"
"Diamond Princess cruise ship","Others",35.4437,139.638,2020-02-18,88,"confirmed"
"Fujian","Mainland China",26.07783,117.9895,2020-02-18,2,"confirmed"
"Guangdong","Mainland China",23.33841,113.422,2020-02-18,6,"confirmed"
"Guangxi","Mainland China",23.82908,108.7881,2020-02-18,4,"confirmed"
"Hebei","Mainland China",38.0428,114.5149,2020-02-18,5,"confirmed"
"Heilongjiang","Mainland China",47.862,127.7622,2020-02-18,7,"confirmed"
"Henan","Mainland China",33.88202,113.614,2020-02-18,11,"confirmed"
"Hong Kong","Hong Kong",22.3193,114.1694,2020-02-18,2,"confirmed"
"Hubei","Mainland China",30.97564,112.2707,2020-02-18,1693,"confirmed"
"Hunan","Mainland China",27.61041,111.7088,2020-02-18,1,"confirmed"
"Inner Mongolia","Mainland China",44.09448,113.9456,2020-02-18,1,"confirmed"
"Jiangsu","Mainland China",32.97027,119.464,2020-02-18,3,"confirmed"
"Jiangxi","Mainland China",27.61401,115.7221,2020-02-18,3,"confirmed"
"Shandong","Mainland China",36.34377,118.1529,2020-02-18,2,"confirmed"
"Shanxi","Mainland China",37.57769,112.2922,2020-02-18,1,"confirmed"
"Sichuan","Mainland China",30.61714,102.7103,2020-02-18,13,"confirmed"
"Tianjin","Mainland China",39.29362,117.333,2020-02-18,3,"confirmed"
"Xinjiang","Mainland China",41.11981,85.17822,2020-02-18,1,"confirmed"
"Yunnan","Mainland China",24.97411,101.4868,2020-02-18,1,"confirmed"
"Zhejiang","Mainland China",29.18251,120.0985,2020-02-18,1,"confirmed"
"Guizhou","Mainland China",26.81536,106.8748,2020-02-18,1,"death"
"Hebei","Mainland China",38.0428,114.5149,2020-02-18,1,"death"
"Henan","Mainland China",33.88202,113.614,2020-02-18,3,"death"
"Hubei","Mainland China",30.97564,112.2707,2020-02-18,132,"death"
"Hunan","Mainland China",27.61041,111.7088,2020-02-18,1,"death"
"Shandong","Mainland China",36.34377,118.1529,2020-02-18,1,"death"
"","Germany",51.1657,10.4515,2020-02-18,11,"recovered"
"","Japan",35.6762,139.6503,2020-02-18,1,"recovered"
"","Malaysia",4.2105,101.9758,2020-02-18,6,"recovered"
"","Singapore",1.3521,103.8198,2020-02-18,5,"recovered"
"","South Korea",37.5665,126.978,2020-02-18,2,"recovered"
"Anhui","Mainland China",31.82571,117.2264,2020-02-18,81,"recovered"
"Beijing","Mainland China",40.18238,116.4142,2020-02-18,8,"recovered"
"Chongqing","Mainland China",30.05718,107.874,2020-02-18,29,"recovered"
"Fujian","Mainland China",26.07783,117.9895,2020-02-18,3,"recovered"
"Gansu","Mainland China",36.0611,103.8343,2020-02-18,4,"recovered"
"Guangdong","Mainland China",23.33841,113.422,2020-02-18,41,"recovered"
"Guangxi","Mainland China",23.82908,108.7881,2020-02-18,16,"recovered"
"Guizhou","Mainland China",26.81536,106.8748,2020-02-18,9,"recovered"
"Hainan","Mainland China",19.19673,109.7455,2020-02-18,20,"recovered"
"Hebei","Mainland China",38.0428,114.5149,2020-02-18,14,"recovered"
"Heilongjiang","Mainland China",47.862,127.7622,2020-02-18,26,"recovered"
"Henan","Mainland China",33.88202,113.614,2020-02-18,13,"recovered"
"Hubei","Mainland China",30.97564,112.2707,2020-02-18,1266,"recovered"
"Hunan","Mainland China",27.61041,111.7088,2020-02-18,29,"recovered"
"Jiangsu","Mainland China",32.97027,119.464,2020-02-18,22,"recovered"
"Jiangxi","Mainland China",27.61401,115.7221,2020-02-18,35,"recovered"
"Jilin","Mainland China",43.66657,126.1917,2020-02-18,2,"recovered"
"Liaoning","Mainland China",41.29284,122.6086,2020-02-18,10,"recovered"
"Ningxia","Mainland China",37.26923,106.1655,2020-02-18,7,"recovered"
"Qinghai","Mainland China",35.65945,96.02564,2020-02-18,2,"recovered"
"Shaanxi","Mainland China",35.19165,108.8701,2020-02-18,10,"recovered"
"Shandong","Mainland China",36.34377,118.1529,2020-02-18,20,"recovered"
"Shanghai","Mainland China",31.20327,121.4554,2020-02-18,16,"recovered"
"Shanxi","Mainland China",37.57769,112.2922,2020-02-18,8,"recovered"
"Sichuan","Mainland China",30.61714,102.7103,2020-02-18,13,"recovered"
"Tianjin","Mainland China",39.29362,117.333,2020-02-18,2,"recovered"
"Yunnan","Mainland China",24.97411,101.4868,2020-02-18,10,"recovered"
"Zhejiang","Mainland China",29.18251,120.0985,2020-02-18,28,"recovered"
"","Iran",32.4279,53.688,2020-02-19,2,"confirmed"
"","Japan",35.6762,139.6503,2020-02-19,10,"confirmed"
"","Singapore",1.3521,103.8198,2020-02-19,3,"confirmed"
"Anhui","Mainland China",31.82571,117.2264,2020-02-19,4,"confirmed"
"Beijing","Mainland China",40.18238,116.4142,2020-02-19,6,"confirmed"
"Chongqing","Mainland China",30.05718,107.874,2020-02-19,5,"confirmed"
"Diamond Princess cruise ship","Others",35.4437,139.638,2020-02-19,79,"confirmed"
"Fujian","Mainland China",26.07783,117.9895,2020-02-19,1,"confirmed"
"Guangdong","Mainland China",23.33841,113.422,2020-02-19,3,"confirmed"
"Guangxi","Mainland China",23.82908,108.7881,2020-02-19,2,"confirmed"
"Hainan","Mainland China",19.19673,109.7455,2020-02-19,5,"confirmed"
"Heilongjiang","Mainland China",47.862,127.7622,2020-02-19,6,"confirmed"
"Henan","Mainland China",33.88202,113.614,2020-02-19,5,"confirmed"
"Hong Kong","Hong Kong",22.3193,114.1694,2020-02-19,1,"confirmed"
"Hubei","Mainland China",30.97564,112.2707,2020-02-19,349,"confirmed"
"Hunan","Mainland China",27.61041,111.7088,2020-02-19,1,"confirmed"
"Inner Mongolia","Mainland China",44.09448,113.9456,2020-02-19,2,"confirmed"
"Jiangsu","Mainland China",32.97027,119.464,2020-02-19,2,"confirmed"
"Jiangxi","Mainland China",27.61401,115.7221,2020-02-19,1,"confirmed"
"Jilin","Mainland China",43.66657,126.1917,2020-02-19,1,"confirmed"
"Ningxia","Mainland China",37.26923,106.1655,2020-02-19,1,"confirmed"
"Shaanxi","Mainland China",35.19165,108.8701,2020-02-19,2,"confirmed"
"Shandong","Mainland China",36.34377,118.1529,2020-02-19,1,"confirmed"
"Sichuan","Mainland China",30.61714,102.7103,2020-02-19,6,"confirmed"
"Taiwan","Taiwan",23.6978,120.9605,2020-02-19,1,"confirmed"
"Tianjin","Mainland China",39.29362,117.333,2020-02-19,2,"confirmed"
"Zhejiang","Mainland China",29.18251,120.0985,2020-02-19,2,"confirmed"
"","Iran",32.4279,53.688,2020-02-19,2,"death"
"Guangdong","Mainland China",23.33841,113.422,2020-02-19,1,"death"
"Heilongjiang","Mainland China",47.862,127.7622,2020-02-19,1,"death"
"Hong Kong","Hong Kong",22.3193,114.1694,2020-02-19,1,"death"
"Hubei","Mainland China",30.97564,112.2707,2020-02-19,108,"death"
"Shanghai","Mainland China",31.20327,121.4554,2020-02-19,1,"death"
"Yunnan","Mainland China",24.97411,101.4868,2020-02-19,1,"death"
"","Japan",35.6762,139.6503,2020-02-19,5,"recovered"
"","Malaysia",4.2105,101.9758,2020-02-19,2,"recovered"
"","Singapore",1.3521,103.8198,2020-02-19,5,"recovered"
"Anhui","Mainland China",31.82571,117.2264,2020-02-19,52,"recovered"
"Beijing","Mainland China",40.18238,116.4142,2020-02-19,23,"recovered"
"Chongqing","Mainland China",30.05718,107.874,2020-02-19,20,"recovered"
"Diamond Princess cruise ship","Others",35.4437,139.638,2020-02-19,1,"recovered"
"Fujian","Mainland China",26.07783,117.9895,2020-02-19,19,"recovered"
"Gansu","Mainland China",36.0611,103.8343,2020-02-19,3,"recovered"
"Guangdong","Mainland China",23.33841,113.422,2020-02-19,41,"recovered"
"Guangxi","Mainland China",23.82908,108.7881,2020-02-19,17,"recovered"
"Guizhou","Mainland China",26.81536,106.8748,2020-02-19,4,"recovered"
"Hainan","Mainland China",19.19673,109.7455,2020-02-19,5,"recovered"
"Hebei","Mainland China",38.0428,114.5149,2020-02-19,16,"recovered"
"Heilongjiang","Mainland China",47.862,127.7622,2020-02-19,9,"recovered"
"Henan","Mainland China",33.88202,113.614,2020-02-19,51,"recovered"
"Hong Kong","Hong Kong",22.3193,114.1694,2020-02-19,3,"recovered"
"Hubei","Mainland China",30.97564,112.2707,2020-02-19,1209,"recovered"
"Hunan","Mainland China",27.61041,111.7088,2020-02-19,34,"recovered"
"Inner Mongolia","Mainland China",44.09448,113.9456,2020-02-19,2,"recovered"
"Jiangsu","Mainland China",32.97027,119.464,2020-02-19,38,"recovered"
"Jiangxi","Mainland China",27.61401,115.7221,2020-02-19,52,"recovered"
"Jilin","Mainland China",43.66657,126.1917,2020-02-19,1,"recovered"
"Liaoning","Mainland China",41.29284,122.6086,2020-02-19,2,"recovered"
"Qinghai","Mainland China",35.65945,96.02564,2020-02-19,1,"recovered"
"Shaanxi","Mainland China",35.19165,108.8701,2020-02-19,13,"recovered"
"Shandong","Mainland China",36.34377,118.1529,2020-02-19,20,"recovered"
"Shanghai","Mainland China",31.20327,121.4554,2020-02-19,9,"recovered"
"Shanxi","Mainland China",37.57769,112.2922,2020-02-19,7,"recovered"
"Sichuan","Mainland China",30.61714,102.7103,2020-02-19,19,"recovered"
"Tianjin","Mainland China",39.29362,117.333,2020-02-19,6,"recovered"
"Xinjiang","Mainland China",41.11981,85.17822,2020-02-19,8,"recovered"
"Yunnan","Mainland China",24.97411,101.4868,2020-02-19,3,"recovered"
"Zhejiang","Mainland China",29.18251,120.0985,2020-02-19,69,"recovered"
"","Iran",32.4279,53.688,2020-02-20,3,"confirmed"
"","Japan",35.6762,139.6503,2020-02-20,10,"confirmed"
"","South Korea",37.5665,126.978,2020-02-20,73,"confirmed"
"Anhui","Mainland China",31.82571,117.2264,2020-02-20,1,"confirmed"
"Beijing","Mainland China",40.18238,116.4142,2020-02-20,2,"confirmed"
"Chongqing","Mainland China",30.05718,107.874,2020-02-20,7,"confirmed"
"Diamond Princess cruise ship","Others",35.4437,139.638,2020-02-20,13,"confirmed"
"Guangdong","Mainland China",23.33841,113.422,2020-02-20,1,"confirmed"
"Guangxi","Mainland China",23.82908,108.7881,2020-02-20,1,"confirmed"
"Hebei","Mainland China",38.0428,114.5149,2020-02-20,1,"confirmed"
"Heilongjiang","Mainland China",47.862,127.7622,2020-02-20,6,"confirmed"
"Henan","Mainland China",33.88202,113.614,2020-02-20,3,"confirmed"
"Hong Kong","Hong Kong",22.3193,114.1694,2020-02-20,5,"confirmed"
"Hubei","Mainland China",30.97564,112.2707,2020-02-20,411,"confirmed"
"Hunan","Mainland China",27.61041,111.7088,2020-02-20,2,"confirmed"
"Jilin","Mainland China",43.66657,126.1917,2020-02-20,1,"confirmed"
"Shaanxi","Mainland China",35.19165,108.8701,2020-02-20,3,"confirmed"
"Shandong","Mainland China",36.34377,118.1529,2020-02-20,2,"confirmed"
"Shanghai","Mainland China",31.20327,121.4554,2020-02-20,1,"confirmed"
"Shanxi","Mainland China",37.57769,112.2922,2020-02-20,1,"confirmed"
"Sichuan","Mainland China",30.61714,102.7103,2020-02-20,6,"confirmed"
"Taiwan","Taiwan",23.6978,120.9605,2020-02-20,1,"confirmed"
"Tianjin","Mainland China",39.29362,117.333,2020-02-20,1,"confirmed"
"Yunnan","Mainland China",24.97411,101.4868,2020-02-20,2,"confirmed"
"Zhejiang","Mainland China",29.18251,120.0985,2020-02-20,1,"confirmed"
"","South Korea",37.5665,126.978,2020-02-20,1,"death"
"Chongqing","Mainland China",30.05718,107.874,2020-02-20,1,"death"
"Diamond Princess cruise ship","Others",35.4437,139.638,2020-02-20,2,"death"
"Fujian","Mainland China",26.07783,117.9895,2020-02-20,1,"death"
"Hebei","Mainland China",38.0428,114.5149,2020-02-20,1,"death"
"Hubei","Mainland China",30.97564,112.2707,2020-02-20,115,"death"
