"Province.State","Country.Region","Lat","Long","date","cases","type"
"","Italy",41.8719,12.5674,2020-02-26,2,"death"
"","Japan",35.6762,139.6503,2020-02-26,1,"death"
"","South Korea",37.5665,126.978,2020-02-26,2,"death"
"Diamond Princess cruise ship","Others",35.4437,139.638,2020-02-26,1,"death"
"Hubei","Mainland China",30.97564,112.2707,2020-02-26,52,"death"
"","Germany",51.1657,10.4515,2020-02-26,1,"recovered"
"","Iran",32.4279,53.688,2020-02-26,49,"recovered"
"","Italy",41.8719,12.5674,2020-02-26,2,"recovered"
"","Singapore",1.3521,103.8198,2020-02-26,9,"recovered"
"Anhui","Mainland China",31.82571,117.2264,2020-02-26,32,"recovered"
"Beijing","Mainland China",40.18238,116.4142,2020-02-26,20,"recovered"
"Chongqing","Mainland China",30.05718,107.874,2020-02-26,12,"recovered"
"Diamond Princess cruise ship","Others",35.4437,139.638,2020-02-26,10,"recovered"
"Fujian","Mainland China",26.07783,117.9895,2020-02-26,19,"recovered"
"Gansu","Mainland China",36.0611,103.8343,2020-02-26,1,"recovered"
"Guangdong","Mainland China",23.33841,113.422,2020-02-26,29,"recovered"
"Guangxi","Mainland China",23.82908,108.7881,2020-02-26,13,"recovered"
"Hainan","Mainland China",19.19673,109.7455,2020-02-26,5,"recovered"
"Hebei","Mainland China",38.0428,114.5149,2020-02-26,13,"recovered"
"Heilongjiang","Mainland China",47.862,127.7622,2020-02-26,6,"recovered"
"Henan","Mainland China",33.88202,113.614,2020-02-26,31,"recovered"
"Hong Kong","Hong Kong",22.3193,114.1694,2020-02-26,5,"recovered"
"Hubei","Mainland China",30.97564,112.2707,2020-02-26,1998,"recovered"
"Hunan","Mainland China",27.61041,111.7088,2020-02-26,15,"recovered"
"Inner Mongolia","Mainland China",44.09448,113.9456,2020-02-26,3,"recovered"
"Jiangsu","Mainland China",32.97027,119.464,2020-02-26,20,"recovered"
"Jiangxi","Mainland China",27.61401,115.7221,2020-02-26,36,"recovered"
"Jilin","Mainland China",43.66657,126.1917,2020-02-26,2,"recovered"
"Liaoning","Mainland China",41.29284,122.6086,2020-02-26,5,"recovered"
"Ningxia","Mainland China",37.26923,106.1655,2020-02-26,4,"recovered"
"Shaanxi","Mainland China",35.19165,108.8701,2020-02-26,6,"recovered"
"Shandong","Mainland China",36.34377,118.1529,2020-02-26,22,"recovered"
"Shanghai","Mainland China",31.20327,121.4554,2020-02-26,4,"recovered"
"Shanxi","Mainland China",37.57769,112.2922,2020-02-26,6,"recovered"
"Sichuan","Mainland China",30.61714,102.7103,2020-02-26,18,"recovered"
"Tianjin","Mainland China",39.29362,117.333,2020-02-26,5,"recovered"
"Xinjiang","Mainland China",41.11981,85.17822,2020-02-26,4,"recovered"
"Yunnan","Mainland China",24.97411,101.4868,2020-02-26,15,"recovered"
"Zhejiang","Mainland China",29.18251,120.0985,2020-02-26,59,"recovered"
